0.8195;77.7813370228;cnn;4;0;4000;1400;5000;0
0.82575;78.2311987877;cnn;4;0;4000;1400;5000;10
0.82425;81.8994069099;cnn;4;0;4000;1400;5000;20
0.828;78.3247611523;cnn;4;0;4000;1400;5000;30
0.826;86.9821920395;cnn;4;0;4000;1400;5000;40
0.79775;89.7704801559;cnn;4;0;4000;1400;5000;50
0.809;81.1452269554;cnn;4;0;4000;1400;5000;60
0.8285;82.2952809334;cnn;4;0;4000;1400;5000;70
0.81325;82.5878710747;cnn;4;0;4000;1400;5000;80
0.81975;83.2401199341;cnn;4;0;4000;1400;5000;90
0.82475;85.438338995;cnn;4;0;4000;1400;5000;100
0.80025;85.3212859631;cnn;4;0;4000;1400;5000;110
0.79025;81.9406659603;cnn;4;0;4000;1400;5000;120
0.815;79.7760879993;cnn;4;0;4000;1400;5000;130
0.795;78.1558270454;cnn;4;0;4000;1400;5000;140
0.81725;76.649034977;cnn;4;0;4000;1400;5000;150
0.80975;76.382997036;cnn;4;0;4000;1400;5000;160
0.804;77.6121861935;cnn;4;0;4000;1400;5000;170
0.7985;76.3400499821;cnn;4;0;4000;1400;5000;180
0.8025;76.8048939705;cnn;4;0;4000;1400;5000;190
0.79625;76.4323060513;cnn;4;0;4000;1400;5000;200
0.77725;75.5159480572;cnn;4;1;4000;1400;5000;0
0.815;77.5635669231;cnn;4;1;4000;1400;5000;10
0.8325;79.5146009922;cnn;4;1;4000;1400;5000;20
0.82775;79.7521400452;cnn;4;1;4000;1400;5000;30
0.83725;75.9656579494;cnn;4;1;4000;1400;5000;40
0.8245;78.4964938164;cnn;4;1;4000;1400;5000;50
0.8225;76.8673779964;cnn;4;1;4000;1400;5000;60
0.8125;80.9895319939;cnn;4;1;4000;1400;5000;70
0.786;83.6941149235;cnn;4;1;4000;1400;5000;80
0.807;83.4883389473;cnn;4;1;4000;1400;5000;90
0.7975;82.4249989986;cnn;4;1;4000;1400;5000;100
0.79825;81.7488501072;cnn;4;1;4000;1400;5000;110
0.80325;82.9697010517;cnn;4;1;4000;1400;5000;120
0.81775;79.645843029;cnn;4;1;4000;1400;5000;130
0.80675;80.4848539829;cnn;4;1;4000;1400;5000;140
0.809;77.3987209797;cnn;4;1;4000;1400;5000;150
0.808;76.7914879322;cnn;4;1;4000;1400;5000;160
0.80325;77.5762419701;cnn;4;1;4000;1400;5000;170
0.79325;76.7070000172;cnn;4;1;4000;1400;5000;180
0.81625;80.1541759968;cnn;4;1;4000;1400;5000;190
0.78875;82.1409869194;cnn;4;1;4000;1400;5000;200
0.8205;79.5558450222;cnn;4;2;4000;1400;5000;0
0.80975;81.1538660526;cnn;4;2;4000;1400;5000;10
0.80175;82.1127860546;cnn;4;2;4000;1400;5000;20
0.8135;80.4966111183;cnn;4;2;4000;1400;5000;30
0.8165;78.0469021797;cnn;4;2;4000;1400;5000;40
0.832;78.0556349754;cnn;4;2;4000;1400;5000;50
0.80725;77.5446438789;cnn;4;2;4000;1400;5000;60
0.82525;77.7729980946;cnn;4;2;4000;1400;5000;70
0.81475;77.414755106;cnn;4;2;4000;1400;5000;80
0.805;77.3004519939;cnn;4;2;4000;1400;5000;90
0.81325;76.1678700447;cnn;4;2;4000;1400;5000;100
0.80125;76.8119299412;cnn;4;2;4000;1400;5000;110
0.7865;80.3641350269;cnn;4;2;4000;1400;5000;120
0.8085;76.2975769043;cnn;4;2;4000;1400;5000;130
0.80375;77.0665330887;cnn;4;2;4000;1400;5000;140
0.81275;85.8785281181;cnn;4;2;4000;1400;5000;150
0.80375;83.8504829407;cnn;4;2;4000;1400;5000;160
0.80225;80.8937730789;cnn;4;2;4000;1400;5000;170
0.77975;83.623044014;cnn;4;2;4000;1400;5000;180
0.80575;86.631841898;cnn;4;2;4000;1400;5000;190
0.805;80.4159510136;cnn;4;2;4000;1400;5000;200
0.8075;77.9054429531;cnn;4;3;4000;1400;5000;0
0.77125;76.4019172192;cnn;4;3;4000;1400;5000;10
0.82425;77.75299716;cnn;4;3;4000;1400;5000;20
0.80825;79.9085149765;cnn;4;3;4000;1400;5000;30
0.829;76.7367677689;cnn;4;3;4000;1400;5000;40
