0.81375;84.245223999;cnn;4;0;4000;1800;4000;100
0.813;84.8979618549;cnn;4;0;4000;1800;4200;100
0.83275;89.5914058685;cnn;4;0;4000;1800;4400;100
0.82525;85.1327898502;cnn;4;0;4000;1800;4600;100
0.82475;86.2454981804;cnn;4;0;4000;1800;4800;100
0.80925;87.2747051716;cnn;4;0;4000;1800;5000;100
0.80575;88.1832141876;cnn;4;0;4000;1800;5200;100
0.823;87.0890471935;cnn;4;0;4000;1800;5400;100
0.8245;87.9878501892;cnn;4;0;4000;1800;5600;100
0.81275;88.1148860455;cnn;4;0;4000;1800;5800;100
0.80025;87.1124811172;cnn;4;0;4000;1800;6000;100
0.827;85.4900228977;cnn;4;1;4000;1800;4000;100
0.8155;87.6290559769;cnn;4;1;4000;1800;4200;100
0.817;86.765540123;cnn;4;1;4000;1800;4400;100
0.81675;87.4910430908;cnn;4;1;4000;1800;4600;100
0.8195;86.3917541504;cnn;4;1;4000;1800;4800;100
0.80425;87.6848409176;cnn;4;1;4000;1800;5000;100
0.80875;87.2343518734;cnn;4;1;4000;1800;5200;100
0.815;86.7879400253;cnn;4;1;4000;1800;5400;100
0.81725;88.6335010529;cnn;4;1;4000;1800;5600;100
0.815;89.7705950737;cnn;4;1;4000;1800;5800;100
0.8025;88.4404020309;cnn;4;1;4000;1800;6000;100
0.82;88.3739459515;cnn;4;2;4000;1800;4000;100
0.81975;87.4416670799;cnn;4;2;4000;1800;4200;100
0.8225;87.3240568638;cnn;4;2;4000;1800;4400;100
0.80575;89.3537871838;cnn;4;2;4000;1800;4600;100
0.80975;88.0955581665;cnn;4;2;4000;1800;4800;100
0.815;87.8213851452;cnn;4;2;4000;1800;5000;100
0.7655;86.7891569138;cnn;4;2;4000;1800;5200;100
0.83475;88.2976667881;cnn;4;2;4000;1800;5400;100
0.818;87.7305650711;cnn;4;2;4000;1800;5600;100
0.82825;87.068062067;cnn;4;2;4000;1800;5800;100
0.821;87.6052029133;cnn;4;2;4000;1800;6000;100
0.82175;87.6886689663;cnn;4;3;4000;1800;4000;100
0.8155;87.2881669998;cnn;4;3;4000;1800;4200;100
0.77175;86.2041900158;cnn;4;3;4000;1800;4400;100
0.7785;86.8801620007;cnn;4;3;4000;1800;4600;100
0.80725;85.461648941;cnn;4;3;4000;1800;4800;100
0.816;88.537060976;cnn;4;3;4000;1800;5000;100
0.81775;86.6674029827;cnn;4;3;4000;1800;5200;100
0.81925;89.5749850273;cnn;4;3;4000;1800;5400;100
0.80425;89.2587919235;cnn;4;3;4000;1800;5600;100
0.82775;87.5447142124;cnn;4;3;4000;1800;5800;100
0.82175;87.7073738575;cnn;4;3;4000;1800;6000;100
0.818;86.2974760532;cnn;4;4;4000;1800;4000;100
0.812;86.8318371773;cnn;4;4;4000;1800;4200;100
0.8085;86.6544549465;cnn;4;4;4000;1800;4400;100
0.82075;87.9855828285;cnn;4;4;4000;1800;4600;100
0.82975;87.0069909096;cnn;4;4;4000;1800;4800;100
0.77925;88.2330288887;cnn;4;4;4000;1800;5000;100
0.8225;93.886920929;cnn;4;4;4000;1800;5200;100
0.8235;88.7958030701;cnn;4;4;4000;1800;5400;100
0.82075;88.5260920525;cnn;4;4;4000;1800;5600;100
0.80875;88.8732550144;cnn;4;4;4000;1800;5800;100
0.82325;88.3137512207;cnn;4;4;4000;1800;6000;100
0.819;86.2104640007;cnn;4;5;4000;1800;4000;100
0.806;87.8687310219;cnn;4;5;4000;1800;4200;100
0.82625;87.5510129929;cnn;4;5;4000;1800;4400;100
0.84;88.935915947;cnn;4;5;4000;1800;4600;100
0.819;88.2339301109;cnn;4;5;4000;1800;4800;100
0.81275;87.6758599281;cnn;4;5;4000;1800;5000;100
0.82;86.7714729309;cnn;4;5;4000;1800;5200;100
0.82625;86.82969594;cnn;4;5;4000;1800;5400;100
0.79825;86.2091012001;cnn;4;5;4000;1800;5600;100
0.83475;88.475082159;cnn;4;5;4000;1800;5800;100
0.81525;86.1749129295;cnn;4;5;4000;1800;6000;100
0.8305;98.1604690552;cnn;4;0;4000;2200;4000;100
